GID,Trait,Env,Response
19,GY,PUL17,8.658438333
20,GY,PUL17,9.090208333
21,GY,PUL17,8.008108333
22,GY,PUL17,9.120408333
23,GY,PUL17,8.534708333
24,GY,PUL17,8.223308333
25,GY,PUL17,9.371308333
26,GY,PUL17,7.932808333
27,GY,PUL17,9.041108333
28,GY,PUL17,8.708208333
29,GY,PUL17,8.761328333
30,GY,PUL17,8.330908333
31,GY,PUL17,8.361208333
32,GY,PUL17,8.152008333
33,GY,PUL17,8.402908333
34,GY,PUL17,7.792908333
35,GY,PUL17,7.519908333
36,GY,PUL17,7.742508333
37,GY,PUL17,7.556908333
38,GY,PUL17,7.482908333
39,GY,PUL17,7.630908333
40,GY,PUL17,7.296908333
41,GY,PUL17,7.153908333
42,GY,PUL17,7.242908333
43,GY,PUL17,7.076908333
44,GY,PUL17,8.036008333
45,GY,PUL17,7.663908333
46,GY,PUL17,6.728908333
47,GY,PUL17,6.587908333
48,GY,PUL17,6.809908333
49,GY,PUL17,7.849108333
50,GY,PUL17,8.036008333
51,GY,PUL17,6.884908333
52,GY,PUL17,7.566908333
53,GY,PUL17,6.526908333
54,GY,PUL17,6.490908333
55,GY,PUL17,6.915908333
56,GY,PUL17,7.174908333
57,GY,PUL17,7.769108333
58,GY,PUL17,6.989908333
59,GY,PUL17,7.248908333
60,GY,PUL17,6.402908333
61,GY,PUL17,7.132908333
62,GY,PUL17,7.517908333
63,GY,PUL17,8.350608333
64,GY,PUL17,7.709908333
65,GY,PUL17,8.740658333
66,GY,PUL17,8.119908333
67,GY,PUL17,8.210008333
68,GY,PUL17,8.619608333
69,GY,PUL17,7.382908333
70,GY,PUL17,7.997708333
71,GY,PUL17,7.921008333
72,GY,PUL17,7.298908333
73,GY,PUL17,7.491908333
74,GY,PUL17,7.372908333
75,GY,PUL17,7.327908333
76,GY,PUL17,6.997908333
77,GY,PUL17,7.517908333
78,GY,PUL17,8.081608333
79,GY,PUL17,7.235908333
80,GY,PUL17,8.235608333
81,GY,PUL17,6.987908333
82,GY,PUL17,8.700978333
83,GY,PUL17,6.030908333
84,GY,PUL17,8.350608333
85,GY,PUL17,6.621908333
86,GY,PUL17,6.928908333
87,GY,PUL17,7.543908333
88,GY,PUL17,7.286908333
89,GY,PUL17,8.197308333
90,GY,PUL17,6.828908333
91,GY,PUL17,7.209908333
92,GY,PUL17,7.981408333
93,GY,PUL17,5.774908333
94,GY,PUL17,7.789708333
95,GY,PUL17,7.026908333
96,GY,PUL17,6.982908333
97,GY,PUL17,7.674108333
98,GY,PUL17,8.135408333
99,GY,PUL17,7.327908333
100,GY,PUL17,7.943108333
101,GY,PUL17,8.005608333
102,GY,PUL17,7.712408333
103,GY,PUL17,6.710908333
104,GY,PUL17,6.671908333
105,GY,PUL17,7.527908333
106,GY,PUL17,7.607908333
107,GY,PUL17,7.882508333
108,GY,PUL17,7.908108333
109,GY,PUL17,8.046008333
110,GY,PUL17,7.245908333
111,GY,PUL17,7.487908333
112,GY,PUL17,6.459908333
113,GY,PUL17,8.505808333
114,GY,PUL17,8.225308333
115,GY,PUL17,7.658908333
116,GY,PUL17,8.212108333
117,GY,PUL17,6.713908333
118,GY,PUL17,8.711738333
119,GY,PUL17,8.250408333
120,GY,PUL17,7.251908333
121,GY,PUL17,7.802508333
122,GY,PUL17,6.943908333
123,GY,PUL17,8.635068333
124,GY,PUL17,7.635908333
125,GY,PUL17,7.527908333
126,GY,PUL17,7.943108333
127,GY,PUL17,7.516908333
128,GY,PUL17,7.758608333
129,GY,PUL17,7.163908333
130,GY,PUL17,7.938208333
131,GY,PUL17,7.041908333
132,GY,PUL17,7.435908333
133,GY,PUL17,7.764008333
134,GY,PUL17,8.153408333
135,GY,PUL17,8.511808333
136,GY,PUL17,8.268408333
137,GY,PUL17,8.045808333
138,GY,PUL17,8.117708333
139,GY,PUL17,8.332908333
140,GY,PUL17,7.318908333
141,GY,PUL17,7.476908333
142,GY,PUL17,6.434908333
143,GY,PUL17,6.861908333
144,GY,PUL17,7.112908333
145,GY,PUL17,8.619438333
146,GY,PUL17,7.938208333
147,GY,PUL17,6.969908333
148,GY,PUL17,7.614908333
149,GY,PUL17,7.148908333
150,GY,PUL17,6.688908333
151,GY,PUL17,7.512908333
152,GY,PUL17,7.203908333
153,GY,PUL17,6.832908333
154,GY,PUL17,6.819908333
155,GY,PUL17,7.738308333
156,GY,PUL17,7.318908333
157,GY,PUL17,6.807908333
158,GY,PUL17,7.400908333
159,GY,PUL17,7.270908333
160,GY,PUL17,5.852908333
161,GY,PUL17,7.506908333
162,GY,PUL17,6.969908333
163,GY,PUL17,7.242908333
164,GY,PUL17,6.704908333
165,GY,PUL17,6.770908333
166,GY,PUL17,8.433608333
167,GY,PUL17,7.242908333
168,GY,PUL17,8.227208333
169,GY,PUL17,6.951908333
170,GY,PUL17,7.088908333
171,GY,PUL17,7.165908333
172,GY,PUL17,7.549908333
173,GY,PUL17,7.150908333
174,GY,PUL17,8.011308333
175,GY,PUL17,7.350908333
176,GY,PUL17,7.289908333
177,GY,PUL17,7.809608333
178,GY,PUL17,7.434908333
179,GY,PUL17,7.934008333
180,GY,PUL17,8.552008333
181,GY,PUL17,8.329408333
182,GY,PUL17,8.702658333
183,GY,PUL17,7.857308333
184,GY,PUL17,7.512908333
185,GY,PUL17,7.067908333
186,GY,PUL17,7.814908333
187,GY,PUL17,7.326908333
188,GY,PUL17,8.272908333
189,GY,PUL17,8.087308333
190,GY,PUL17,7.567908333
191,GY,PUL17,7.952108333
192,GY,PUL17,8.336808333
193,GY,PUL17,8.336808333
194,GY,PUL17,7.375908333
195,GY,PUL17,8.298508333
196,GY,PUL17,7.991108333
197,GY,PUL17,7.375908333
198,GY,PUL17,7.298908333
199,GY,PUL17,7.913808333
200,GY,PUL17,8.067808333
201,GY,PUL17,8.006608333
202,GY,PUL17,7.337908333
203,GY,PUL17,7.607908333
204,GY,PUL17,7.528908333
205,GY,PUL17,8.205708333
206,GY,PUL17,7.491908333
207,GY,PUL17,7.029908333
208,GY,PUL17,7.452908333
209,GY,PUL17,7.452908333
210,GY,PUL17,7.913808333
211,GY,PUL17,7.722108333
212,GY,PUL17,7.328908333
213,GY,PUL17,6.731908333
214,GY,PUL17,7.251908333
215,GY,PUL17,8.084608333
216,GY,PUL17,7.981408333
217,GY,PUL17,6.810908333
218,GY,PUL17,8.527508333
219,GY,PUL17,6.078908333
220,GY,PUL17,7.567908333
221,GY,PUL17,7.368908333
222,GY,PUL17,6.650908333
223,GY,PUL17,8.052008333
224,GY,PUL17,8.282708333
225,GY,PUL17,7.783008333
226,GY,PUL17,7.613908333
227,GY,PUL17,7.533908333
228,GY,PUL17,7.321908333
229,GY,PUL17,8.240308333
230,GY,PUL17,9.088308333
231,GY,PUL17,9.610208333
232,GY,PUL17,8.048008333
233,GY,PUL17,8.200608333
234,GY,PUL17,8.756798333
235,GY,PUL17,8.793808333
236,GY,PUL17,8.317008333
237,GY,PUL17,8.645828333
238,GY,PUL17,9.276608333
239,GY,PUL17,8.206008333
240,GY,PUL17,7.129908333
241,GY,PUL17,9.276608333
242,GY,PUL17,8.089008333
243,GY,PUL17,8.682819333
244,GY,PUL17,8.645828333
245,GY,PUL17,8.628348333
246,GY,PUL17,8.979408333
247,GY,PUL17,8.013708333
248,GY,PUL17,8.048008333
249,GY,PUL17,9.054008333
250,GY,PUL17,8.282708333
251,GY,PUL17,7.527908333
252,GY,PUL17,8.423208333
253,GY,PUL17,8.359308333
254,GY,PUL17,9.128008333
255,GY,PUL17,8.590018333
256,GY,PUL17,8.831408333
257,GY,PUL17,8.513308333
258,GY,PUL17,8.359308333
259,GY,PUL17,8.534208333
260,GY,PUL17,8.897308333
261,GY,PUL17,8.888608333
262,GY,PUL17,7.667908333
263,GY,PUL17,7.930308333
264,GY,PUL17,8.506608333
265,GY,PUL17,8.603468333
266,GY,PUL17,7.978708333
267,GY,PUL17,8.616238333
268,GY,PUL17,8.043908333
269,GY,PUL17,8.726868333
270,GY,PUL17,7.940708333
271,GY,PUL17,7.692608333
272,GY,PUL17,7.288908333
273,GY,PUL17,7.319908333
274,GY,PUL17,7.610908333
275,GY,PUL17,7.293908333
276,GY,PUL17,7.598908333
277,GY,PUL17,7.200908333
278,GY,PUL17,7.958008333
279,GY,PUL17,7.075908333
280,GY,PUL17,8.266708333
281,GY,PUL17,7.228908333
282,GY,PUL17,7.786508333
283,GY,PUL17,7.688008333
284,GY,PUL17,8.815508333
285,GY,PUL17,7.613908333
286,GY,PUL17,7.340908333
287,GY,PUL17,9.148208333
288,GY,PUL17,7.981408333
289,GY,PUL17,7.186908333
290,GY,PUL17,7.344908333
291,GY,PUL17,7.921008333
292,GY,PUL17,7.535908333
293,GY,PUL17,7.882708333
294,GY,PUL17,7.382908333
295,GY,PUL17,6.698908333
296,GY,PUL17,7.041908333
297,GY,PUL17,8.190008333
298,GY,PUL17,7.728708333
299,GY,PUL17,8.018408333
300,GY,PUL17,7.779608333
301,GY,PUL17,8.275908333
302,GY,PUL17,6.782908333
303,GY,PUL17,8.098408333
304,GY,PUL17,7.814608333
305,GY,PUL17,6.392908333
306,GY,PUL17,8.083608333
307,GY,PUL17,8.496508333
308,GY,PUL17,8.536208333
309,GY,PUL17,8.045308333
310,GY,PUL17,7.853608333
311,GY,PUL17,8.481708333
312,GY,PUL17,8.173708333
313,GY,PUL17,8.595898333
314,GY,PUL17,7.853608333
315,GY,PUL17,8.006908333
316,GY,PUL17,7.887908333
317,GY,PUL17,7.545908333
318,GY,PUL17,8.006908333
319,GY,PUL17,8.698958333
320,GY,PUL17,8.107808333
321,GY,PUL17,8.737288333
322,GY,PUL17,8.391608333
323,GY,PUL17,7.622908333
324,GY,PUL17,7.478908333
325,GY,PUL17,6.513908333
326,GY,PUL17,7.500908333
327,GY,PUL17,8.045308333
328,GY,PUL17,7.699608333
329,GY,PUL17,8.558908333
330,GY,PUL17,8.673908333
331,GY,PUL17,8.115708333
332,GY,PUL17,7.840708333
333,GY,PUL17,6.891908333
334,GY,PUL17,7.398908333
335,GY,PUL17,7.657908333
336,GY,PUL17,8.399908333
337,GY,PUL17,5.903908333
338,GY,PUL17,7.445908333
339,GY,PUL17,7.670908333
340,GY,PUL17,7.132908333
341,GY,PUL17,7.964108333
342,GY,PUL17,7.605908333
343,GY,PUL17,8.482608333
344,GY,PUL17,8.477908333
345,GY,PUL17,8.824208333
346,GY,PUL17,8.083808333
347,GY,PUL17,8.960708333
348,GY,PUL17,7.644908333
349,GY,PUL17,6.609908333
350,GY,PUL17,7.485908333
351,GY,PUL17,8.018508333
352,GY,PUL17,6.913908333
353,GY,PUL17,7.127908333
354,GY,PUL17,8.044108333
355,GY,PUL17,9.382008333
356,GY,PUL17,8.480208333
357,GY,PUL17,9.133208333
358,GY,PUL17,8.560208333
359,GY,PUL17,8.042408333
360,GY,PUL17,8.296608333
361,GY,PUL17,7.758608333
362,GY,PUL17,7.643908333
363,GY,PUL17,8.105008333
364,GY,PUL17,8.489008333
365,GY,PUL17,9.027008333
366,GY,PUL17,8.489008333
367,GY,PUL17,8.460008333
368,GY,PUL17,9.027008333
369,GY,PUL17,6.938908333
370,GY,PUL17,9.488308333
371,GY,PUL17,8.258308333
372,GY,PUL17,8.181608333
373,GY,PUL17,7.908608333
374,GY,PUL17,7.105908333
375,GY,PUL17,7.105908333
376,GY,PUL17,7.989308333
377,GY,PUL17,7.489908333
378,GY,PUL17,7.803008333
379,GY,PUL17,8.223308333
380,GY,PUL17,7.643908333
381,GY,PUL17,8.117708333
382,GY,PUL17,7.444908333
383,GY,PUL17,8.082108333
384,GY,PUL17,7.763308333
385,GY,PUL17,8.002108333
386,GY,PUL17,7.364908333
387,GY,PUL17,7.220908333
388,GY,PUL17,7.105908333
389,GY,PUL17,7.758608333
390,GY,PUL17,8.027608333
391,GY,PUL17,7.908608333
392,GY,PUL17,8.374008333
393,GY,PUL17,8.348408333
394,GY,PUL17,8.105008333
395,GY,PUL17,8.417808333
396,GY,PUL17,7.445908333
397,GY,PUL17,7.850908333
398,GY,PUL17,7.900008333
399,GY,PUL17,6.599908333
400,GY,PUL17,7.330908333
401,GY,PUL17,7.022908333
402,GY,PUL17,6.638908333
403,GY,PUL17,7.368908333
404,GY,PUL17,7.715108333
405,GY,PUL17,8.867708333
406,GY,PUL17,8.507308333
407,GY,PUL17,7.676108333
408,GY,PUL17,8.138808333
409,GY,PUL17,7.900008333
410,GY,PUL17,7.637908333
411,GY,PUL17,8.019108333
412,GY,PUL17,6.868908333
413,GY,PUL17,6.837908333
414,GY,PUL17,7.599908333
415,GY,PUL17,8.175708333
416,GY,PUL17,8.766878333
417,GY,PUL17,7.134908333
418,GY,PUL17,7.393908333
419,GY,PUL17,7.282908333
420,GY,PUL17,7.764808333
421,GY,PUL17,7.022908333
422,GY,PUL17,6.556908333
423,GY,PUL17,6.305908333
424,GY,PUL17,6.800908333
425,GY,PUL17,6.556908333
426,GY,PUL17,6.735908333
427,GY,PUL17,7.417908333
428,GY,PUL17,6.305908333
429,GY,PUL17,8.099108333
430,GY,PUL17,7.868408333
431,GY,PUL17,8.522108333
432,GY,PUL17,8.173108333
433,GY,PUL17,7.544908333
434,GY,PUL17,7.966608333
435,GY,PUL17,7.312908333
436,GY,PUL17,7.389908333
437,GY,PUL17,7.043908333
438,GY,PUL17,6.169908333
439,GY,PUL17,8.321708333
440,GY,PUL17,6.651908333
441,GY,PUL17,7.850908333
442,GY,PUL17,8.136108333
443,GY,PUL17,6.428908333
444,GY,PUL17,6.582908333
445,GY,PUL17,8.235608333
446,GY,PUL17,6.659908333
447,GY,PUL17,7.812608333
448,GY,PUL17,8.222808333
449,GY,PUL17,8.235608333
450,GY,PUL17,9.218808333
451,GY,PUL17,8.158308333
452,GY,PUL17,8.235608333
453,GY,PUL17,9.195908333
454,GY,PUL17,8.341908333
455,GY,PUL17,8.197308333
456,GY,PUL17,8.935008333
1,GY,PUL18,10.18440417
2,GY,PUL18,11.45050417
3,GY,PUL18,7.410804167
4,GY,PUL18,10.26610417
5,GY,PUL18,8.445804167
6,GY,PUL18,8.704804167
7,GY,PUL18,8.776804167
8,GY,PUL18,9.903304167
9,GY,PUL18,9.278804167
10,GY,PUL18,8.812804167
11,GY,PUL18,10.12590417
12,GY,PUL18,9.881104167
13,GY,PUL18,8.975804167
14,GY,PUL18,10.01490417
15,GY,PUL18,9.041804167
16,GY,PUL18,10.99710417
17,GY,PUL18,11.24790417
18,GY,PUL18,11.21230417
19,GY,PUL18,10.71130417
20,GY,PUL18,11.00850417
21,GY,PUL18,11.28420417
22,GY,PUL18,10.00650417
23,GY,PUL18,10.71130417
24,GY,PUL18,10.45907917
25,GY,PUL18,9.598304167
26,GY,PUL18,11.15650417
27,GY,PUL18,11.78580417
28,GY,PUL18,10.67430417
29,GY,PUL18,10.85990417
30,GY,PUL18,11.49080417
31,GY,PUL18,11.21230417
32,GY,PUL18,10.78190417
33,GY,PUL18,10.04950417
34,GY,PUL18,11.05830417
35,GY,PUL18,10.48194417
36,GY,PUL18,10.45168417
37,GY,PUL18,9.867304167
38,GY,PUL18,9.635304167
39,GY,PUL18,9.932504167
40,GY,PUL18,8.975804167
41,GY,PUL18,9.419804167
42,GY,PUL18,7.536804167
43,GY,PUL18,9.073804167
44,GY,PUL18,11.46210417
45,GY,PUL18,11.67780417
46,GY,PUL18,9.981304167
47,GY,PUL18,11.79380417
48,GY,PUL18,11.67780417
49,GY,PUL18,10.95300417
50,GY,PUL18,10.56365417
51,GY,PUL18,10.71770417
52,GY,PUL18,10.21800417
53,GY,PUL18,10.83260417
54,GY,PUL18,11.65580417
55,GY,PUL18,10.19260417
56,GY,PUL18,9.681504167
57,GY,PUL18,10.41183417
58,GY,PUL18,10.33450417
59,GY,PUL18,8.374804167
60,GY,PUL18,10.24770417
61,GY,PUL18,9.562504167
62,GY,PUL18,8.874804167
63,GY,PUL18,11.16520417
64,GY,PUL18,9.809304167
65,GY,PUL18,9.898904167
66,GY,PUL18,9.632604167
67,GY,PUL18,9.076804167
68,GY,PUL18,9.667504167
69,GY,PUL18,10.46950317
70,GY,PUL18,9.276804167
71,GY,PUL18,11.15950417
72,GY,PUL18,10.49220417
73,GY,PUL18,9.492904167
74,GY,PUL18,9.792304167
75,GY,PUL18,9.601304167
76,GY,PUL18,10.75600417
77,GY,PUL18,9.681504167
78,GY,PUL18,9.910304167
79,GY,PUL18,10.07780417
80,GY,PUL18,10.68770417
81,GY,PUL18,8.278804167
82,GY,PUL18,10.39586417
83,GY,PUL18,8.873804167
84,GY,PUL18,11.37170417
85,GY,PUL18,12.10180417
86,GY,PUL18,10.10330417
87,GY,PUL18,10.10330417
88,GY,PUL18,10.41183417
89,GY,PUL18,10.44293417
90,GY,PUL18,10.55171417
91,GY,PUL18,10.18120417
92,GY,PUL18,10.89800417
93,GY,PUL18,11.92480417
94,GY,PUL18,10.36000417
95,GY,PUL18,9.681504167
96,GY,PUL18,10.36000417
97,GY,PUL18,10.93300417
98,GY,PUL18,10.28270417
99,GY,PUL18,11.51280417
100,GY,PUL18,9.898704167
101,GY,PUL18,9.783004167
102,GY,PUL18,10.28270417
103,GY,PUL18,10.37821417
104,GY,PUL18,9.666004167
105,GY,PUL18,10.89330417
106,GY,PUL18,11.37150417
107,GY,PUL18,11.26120417
108,GY,PUL18,9.854304167
109,GY,PUL18,9.738004167
110,GY,PUL18,10.20600417
111,GY,PUL18,11.20540417
112,GY,PUL18,7.630804167
113,GY,PUL18,10.42242417
114,GY,PUL18,9.888504167
115,GY,PUL18,10.79040417
116,GY,PUL18,11.80180417
117,GY,PUL18,9.398804167
118,GY,PUL18,10.32840417
119,GY,PUL18,9.062804167
120,GY,PUL18,10.67680417
121,GY,PUL18,10.54230417
122,GY,PUL18,10.64320417
123,GY,PUL18,10.00430417
124,GY,PUL18,10.44142417
125,GY,PUL18,10.03460417
126,GY,PUL18,10.82070417
127,GY,PUL18,10.81730417
128,GY,PUL18,8.852804167
129,GY,PUL18,9.353804167
130,GY,PUL18,10.15210417
131,GY,PUL18,9.457804167
132,GY,PUL18,9.978604167
133,GY,PUL18,9.493004167
134,GY,PUL18,9.659804167
135,GY,PUL18,10.22130417
136,GY,PUL18,9.693404167
137,GY,PUL18,11.03640417
138,GY,PUL18,10.49842417
139,GY,PUL18,11.34110417
140,GY,PUL18,9.631604167
141,GY,PUL18,9.214804167
142,GY,PUL18,9.861604167
143,GY,PUL18,9.978604167
144,GY,PUL18,9.054804167
145,GY,PUL18,9.816504167
146,GY,PUL18,9.962404167
147,GY,PUL18,10.95030417
148,GY,PUL18,9.422804167
149,GY,PUL18,11.57480417
150,GY,PUL18,9.299804167
151,GY,PUL18,11.08940417
152,GY,PUL18,10.88760417
153,GY,PUL18,9.219804167
154,GY,PUL18,8.358804167
155,GY,PUL18,10.21040417
156,GY,PUL18,10.39603417
157,GY,PUL18,8.824804167
158,GY,PUL18,9.950804167
159,GY,PUL18,9.505604167
160,GY,PUL18,9.691204167
161,GY,PUL18,10.54667417
162,GY,PUL18,9.004804167
163,GY,PUL18,9.039804167
164,GY,PUL18,10.76190417
165,GY,PUL18,8.169804167
166,GY,PUL18,10.36778417
167,GY,PUL18,9.958904167
168,GY,PUL18,9.399804167
169,GY,PUL18,9.255804167
170,GY,PUL18,10.15260417
171,GY,PUL18,10.22390417
172,GY,PUL18,9.208804167
173,GY,PUL18,9.282804167
174,GY,PUL18,10.43302417
175,GY,PUL18,7.353804167
176,GY,PUL18,9.913804167
177,GY,PUL18,8.573804167
178,GY,PUL18,10.32210417
179,GY,PUL18,9.757804167
180,GY,PUL18,8.985804167
181,GY,PUL18,9.255804167
182,GY,PUL18,9.829804167
183,GY,PUL18,9.578304167
184,GY,PUL18,10.61860417
185,GY,PUL18,8.035804167
186,GY,PUL18,9.901104167
187,GY,PUL18,10.09950417
188,GY,PUL18,11.32610417
189,GY,PUL18,7.405804167
190,GY,PUL18,10.50968417
191,GY,PUL18,10.77670417
192,GY,PUL18,8.978804167
193,GY,PUL18,8.947804167
194,GY,PUL18,10.34630417
195,GY,PUL18,11.10350417
196,GY,PUL18,10.29780417
197,GY,PUL18,9.707404167
198,GY,PUL18,10.36110417
199,GY,PUL18,9.915904167
200,GY,PUL18,11.56780417
201,GY,PUL18,9.449804167
202,GY,PUL18,9.882204167
203,GY,PUL18,10.07520417
204,GY,PUL18,10.71280417
205,GY,PUL18,10.49220417
206,GY,PUL18,10.56890417
207,GY,PUL18,10.06990417
208,GY,PUL18,9.685204167
209,GY,PUL18,9.839204167
210,GY,PUL18,9.915904167
211,GY,PUL18,9.031804167
212,GY,PUL18,10.14650417
213,GY,PUL18,10.14650417
214,GY,PUL18,11.01300417
215,GY,PUL18,9.544604167
216,GY,PUL18,10.91220417
217,GY,PUL18,10.42326417
218,GY,PUL18,10.85670417
219,GY,PUL18,7.117804167
220,GY,PUL18,9.136804167
221,GY,PUL18,8.455804167
222,GY,PUL18,10.80460417
223,GY,PUL18,11.27480417
224,GY,PUL18,9.683704167
225,GY,PUL18,10.37232417
226,GY,PUL18,10.67700417
227,GY,PUL18,10.78460417
228,GY,PUL18,11.17060417
229,GY,PUL18,11.46580417
230,GY,PUL18,10.85850417
231,GY,PUL18,12.15780417
232,GY,PUL18,11.78080417
233,GY,PUL18,11.57380417
234,GY,PUL18,10.99980417
235,GY,PUL18,11.27480417
236,GY,PUL18,10.26000417
237,GY,PUL18,11.06630417
238,GY,PUL18,9.887404167
239,GY,PUL18,11.41000417
240,GY,PUL18,11.35820417
241,GY,PUL18,10.78460417
242,GY,PUL18,10.92780417
243,GY,PUL18,11.53780417
244,GY,PUL18,10.92780417
245,GY,PUL18,10.35150417
246,GY,PUL18,11.59580417
247,GY,PUL18,12.08080417
248,GY,PUL18,11.15040417
249,GY,PUL18,11.10740417
250,GY,PUL18,11.29900417
251,GY,PUL18,11.01300417
252,GY,PUL18,10.96340417
253,GY,PUL18,9.257804167
254,GY,PUL18,11.23510417
255,GY,PUL18,9.257804167
256,GY,PUL18,9.925804167
257,GY,PUL18,9.708604167
258,GY,PUL18,11.38910417
259,GY,PUL18,9.170804167
260,GY,PUL18,11.34410417
261,GY,PUL18,10.71260417
262,GY,PUL18,9.683704167
263,GY,PUL18,9.811004167
264,GY,PUL18,10.85000417
265,GY,PUL18,10.91720417
266,GY,PUL18,10.85000417
267,GY,PUL18,10.39132417
268,GY,PUL18,9.811004167
269,GY,PUL18,9.608504167
270,GY,PUL18,11.52980417
271,GY,PUL18,9.413804167
272,GY,PUL18,10.91790417
273,GY,PUL18,10.41822417
274,GY,PUL18,9.730304167
275,GY,PUL18,9.875004167
276,GY,PUL18,10.37199417
277,GY,PUL18,10.65380417
278,GY,PUL18,10.99000417
279,GY,PUL18,10.60870417
280,GY,PUL18,10.01620417
281,GY,PUL18,10.25160417
282,GY,PUL18,10.22670417
283,GY,PUL18,11.21230417
284,GY,PUL18,10.55894417
285,GY,PUL18,11.12250417
286,GY,PUL18,9.915204167
287,GY,PUL18,9.811004167
288,GY,PUL18,11.43600417
289,GY,PUL18,11.02500417
290,GY,PUL18,11.15950417
291,GY,PUL18,10.43520417
292,GY,PUL18,10.88640417
293,GY,PUL18,10.29600417
294,GY,PUL18,10.88640417
295,GY,PUL18,9.713604167
296,GY,PUL18,10.15070417
297,GY,PUL18,9.747204167
298,GY,PUL18,10.04990417
299,GY,PUL18,11.16470417
300,GY,PUL18,10.57420417
301,GY,PUL18,9.845304167
302,GY,PUL18,10.14380417
303,GY,PUL18,9.880204167
304,GY,PUL18,10.50497417
305,GY,PUL18,8.595804167
306,GY,PUL18,9.921904167
307,GY,PUL18,11.00530417
308,GY,PUL18,9.818404167
309,GY,PUL18,10.30460417
310,GY,PUL18,9.437804167
311,GY,PUL18,10.43705417
312,GY,PUL18,10.78270417
313,GY,PUL18,9.894804167
314,GY,PUL18,10.56012417
315,GY,PUL18,9.880204167
316,GY,PUL18,10.78270417
317,GY,PUL18,9.335804167
318,GY,PUL18,9.780704167
319,GY,PUL18,10.71080417
320,GY,PUL18,10.67510417
321,GY,PUL18,11.33950417
322,GY,PUL18,10.56750417
323,GY,PUL18,8.738804167
324,GY,PUL18,9.150804167
325,GY,PUL18,10.19180417
326,GY,PUL18,10.05240417
327,GY,PUL18,11.51280417
328,GY,PUL18,8.444804167
329,GY,PUL18,11.98080417
330,GY,PUL18,10.46580417
331,GY,PUL18,10.49472417
332,GY,PUL18,10.53103417
333,GY,PUL18,10.15560417
334,GY,PUL18,9.636404167
335,GY,PUL18,11.29550417
336,GY,PUL18,9.832804167
337,GY,PUL18,6.808804167
338,GY,PUL18,10.29150417
339,GY,PUL18,10.19060417
340,GY,PUL18,10.80460417
341,GY,PUL18,11.01300417
342,GY,PUL18,10.14480417
343,GY,PUL18,9.555104167
344,GY,PUL18,8.340804167
345,GY,PUL18,9.277804167
346,GY,PUL18,10.80460417
347,GY,PUL18,10.24910417
348,GY,PUL18,9.624304167
349,GY,PUL18,9.867104167
350,GY,PUL18,10.04060417
351,GY,PUL18,10.56180417
352,GY,PUL18,9.693604167
353,GY,PUL18,10.19060417
354,GY,PUL18,10.17980417
355,GY,PUL18,10.57410417
356,GY,PUL18,9.403804167
357,GY,PUL18,11.06030417
358,GY,PUL18,11.20620417
359,GY,PUL18,10.60900417
360,GY,PUL18,10.43688417
361,GY,PUL18,9.557904167
362,GY,PUL18,11.74680417
363,GY,PUL18,10.20890417
364,GY,PUL18,10.00310417
365,GY,PUL18,10.31650417
366,GY,PUL18,10.22570417
367,GY,PUL18,10.28020417
368,GY,PUL18,9.778504167
369,GY,PUL18,9.475904167
370,GY,PUL18,10.04080417
371,GY,PUL18,9.966104167
372,GY,PUL18,10.38779417
373,GY,PUL18,11.11680417
374,GY,PUL18,10.30040417
375,GY,PUL18,8.860804167
376,GY,PUL18,9.783204167
377,GY,PUL18,10.59020417
378,GY,PUL18,10.12950417
379,GY,PUL18,10.01390417
380,GY,PUL18,9.224804167
381,GY,PUL18,8.630804167
382,GY,PUL18,9.053804167
383,GY,PUL18,10.39855417
384,GY,PUL18,8.284804167
385,GY,PUL18,9.706504167
386,GY,PUL18,10.94190417
387,GY,PUL18,10.11480417
388,GY,PUL18,9.706504167
389,GY,PUL18,9.282804167
390,GY,PUL18,9.510804167
391,GY,PUL18,10.45638917
392,GY,PUL18,9.605704167
393,GY,PUL18,10.54717417
394,GY,PUL18,10.32590417
395,GY,PUL18,9.989004167
396,GY,PUL18,11.37910417
397,GY,PUL18,10.54381417
398,GY,PUL18,8.411804167
399,GY,PUL18,10.51086417
400,GY,PUL18,10.34270417
401,GY,PUL18,10.37770417
402,GY,PUL18,9.404804167
403,GY,PUL18,9.711904167
404,GY,PUL18,10.09320417
405,GY,PUL18,11.23650417
406,GY,PUL18,10.89820417
407,GY,PUL18,9.588904167
408,GY,PUL18,10.58550417
409,GY,PUL18,9.859904167
410,GY,PUL18,9.728704167
411,GY,PUL18,11.03270417
412,GY,PUL18,10.59630417
413,GY,PUL18,10.22570417
414,GY,PUL18,10.63330417
415,GY,PUL18,10.89350417
416,GY,PUL18,10.59630417
417,GY,PUL18,11.04410417
418,GY,PUL18,9.968104167
419,GY,PUL18,10.62180417
420,GY,PUL18,10.96750417
421,GY,PUL18,11.88980417
422,GY,PUL18,10.89080417
423,GY,PUL18,11.23650417
424,GY,PUL18,10.58350417
425,GY,PUL18,10.39115417
426,GY,PUL18,9.507504167
427,GY,PUL18,10.92920417
428,GY,PUL18,9.891504167
429,GY,PUL18,10.16050417
430,GY,PUL18,10.62180417
431,GY,PUL18,10.46782117
432,GY,PUL18,10.68030417
433,GY,PUL18,8.797804167
434,GY,PUL18,9.366804167
435,GY,PUL18,9.642704167
436,GY,PUL18,9.069804167
